ID,question
2225,"suite à un vaccin hépatite a + typhoide, j'ai atrocement mal au bras, je souffre, douleur du coude jusqu'en haut de l'épaule. c'est normal?"
2226,Un nourisson peut il recevoir granion cuivre ?
2227,"Récemment mon médecin a augmenté le dosage de ma Quétiapine, depuis j'ai souvent chaud, je fais des cauchemars et je suis étourdit est-ce à cause de l'augmentation ?"
2228,c'est dangereux de prendre ibuprofène lors d'un apéro bien arrosé ?
2229,j'ai commencé une cure de compléments de fer et de magnésium car je suis très carencée et je voulais savoir au bout de combien de temps ça faisait effet. 1 mois? 3 mois?
2230,"Nausées et dégout de la nourriture sous jasminelle, c'est normal ?"
2231,Depo provera est il dangereux ?
2232,"je prenait la générique de trinordiol mais je les arreter a mon dernier cycle car je me sentais trop faible. depuis je me sens plus en forme et plus de vertrige, j'ai des douleurs en bas du ventre et dans le dos. je viens icic pour avoir des temoignages de filles qui ont arreter la pillule et savoir si ca leur arrive ce genre de douleurs"
2233,le Levothyrox peut il provoquer des bouffées de chaleur ?
2234,prise de jasmine 21h et à partir de 22h j'ai eu une gastro que j'ai encore aujourdhui. Il faut que je fasse quoi ? mon comprime d'hier va fonctionner ou non ?
2235,deroxat fait il encore effet?
2236,"nuvaring perdu, que faire?"
2237,est ce que quelqu'un c'est combien coute minesse svp ?
2238,chlorure de magnésium et magnésium ?
2239,Est-ce que les  vitamines  peuvent améliorer la fertilité masculine?
2240,Quelle est la galénique du Vérapamil Sandoz ?
2241,"j'ai pris cérazette depuis 10 ans, je l'ai arrèté, j'ai eu la grippe et le médecin m'a prescrit de l'aspégic 100 et j'ai eu de nouveau mes règles dues à ce médicament qui ne s'arrètent pas est ce normal ?"
2242,bonjour a toutes voila ya un mois de ca jai pris du duphaston car suite a l'arret de la pilule je navais plus mais regles.le 21 octobre jai eu mes regles commes prevu mais depuis hier jai des pertes de sang on croire que jai mes regles qui vont arriver.jaimerer savoir si c normal?merci de vos reponses
2243,A partir de quand le vaccin est il efficace ?
2244,bonjour. je prens de l'endrocure depuis presque bientôt 1 ans pour des problemes de regles. j'en prens 1/2 comprimé pas jour en plus de ma pillule diane. j'ai entendu parler que ça réduisai la pilositée. mais pour moi j'ai l'impression que ça a eu l'effet inverse c'est possible?
2245,Faut-il prendre le floxyfral plutôt le matin ou le soir ?
2246,hier je pense avoir pris ma 21è pilule sans en avoir le souvenir. est-ce grave si j'ai un rapport durant le we ?
2247,ixprim et dependance ?
2248,Comment appliquer l'huile d'onagre ?
2249,je suis sous traitemnt du lutenyl depuis un mois et cest le 31éme jour du cycle et jai pas de régles est ce que c'est normal ?
2250,felixita vous connaissez ?
2251,vaccin pentacoq ?? Mode d'action ?
2252,zythromax  pdt le 1er trimestre de grossesse?
2253,puis je prendre amoxicilline et cefpodoxine en meme temps?
2254,Puis-je allaiter si je prend Celebrex?
2255,"Je suis sous xeroquel, combien de temps faut il attendre pour se sentir mieux ?"
2256,j'ai effectué le rappel infanrix quinta pour mon bébé de 18 mois. hier je découvre qu'un petit bouton rouge est réapparu sur cette cuisse-là. vous en pensez quoi?
2257,lamisilate monodose peut il s'appliquer sur la tete ?
2258,tamik : de douloureux effets secondaires ?!
2259,connaissez-vous le co triatec 5 ?
2260,ixprim est ce dangereux ?
2261,ca fait pas lonten ke jpren la pilule et parfois joubli un jour dc jen prend deux le mm jour!jaimerai savoir si ca peut avoir des effets nocifs sur ma santé?
2262,vaccin hépatite b- effets indésirables?
2263,"orbenine, combien de temps dans le sang ?"
2264,"mon homéo vient de me prescrire kalium muriaticum 6 dh je l'avais déjà pris avant et ça n'a pas fonctionné ,il m'a juste rajouté du sulfur 200k. pensez-vous que cela va agir en rajoutant la dose de sulfur?"
2265,"je prends un antibiotique bactrim forte pour le traitement d'infection urinaire depuis vendredi matin, et ce matin je sens que ca me ""tiraille"" un peu plus haut que le ventre sur la partie droite. est ce normal ?"
2266,dans quel cas le fervex est il contre indiqué?
2267,rappel vaccin antitétanique pendant prise d'antibiotiques ?
2268,"Démangeaisons sous seroplex, normal ?"
2269,"j'ai la peau du front grasse, qui luit et qui me donne des points noirs (certaines fois qui s'infectent et deviennent rouges) .. y'a t il un médicament homéo pour traiter ca ?"
2270,une amie a pris environ 22 cachet de doliprane comprenant deux ou trois cachets d'ibuprophene. quelqu'un peut me dire ce qu'elle risque svp ?
2271,Pourquoi prendre  seroplex  ?
2272,"je prenais diane 35 et androcur. j'ai arrêté androcur depuis un mois., j'ai maintenant du spotting. c'est désagréable. donc pour palier à ce spotting, j'arrête définitivement diane 35 en fin de plaquette ou je recommence après mes 7 jours de pause?"
2273,"je voudrais savoir si je peu mélanger du ""spagyrie hypericum "" en gouttes + du"" rescue ""fleur de bach (car angoisses) ?"
2274,Arvara peut il être prescrit à la place de novatrex ?
2275,plus de règle avec melodia est ce normal?
2276,est-on protégé des rapports non protégés durant l'arret de la pillule a chaque fin de plaquette?
2277,absence de mirena en pharmacie? Pourquoi ?
2278,"bonjour  je prends des vitamine pour avoir un bebe,depuis 1 mois.  depuis le debut du traitement j´ai des petits boutons sur les avant bras est ce normal ?"
2279,rhume.. kalium bichromicum ?
2280,gelsemium 9ph et igniaca 9ph : d'autres dilutions existent ?
2281,quels symptomes pour une allergie au dolodent ?
2282,lutenyl douleurs musculaires/articulaires??
2283,peut on prendre stresam dans la journée en plus des deux du matin et du soir?
2284,je n'ose pas prendre un advil de peur qu'il interompe l'efficacité de ma pilule (adépal) quand pensez vous?
2285,duphaston: pas de danger?
2286,"je prend du deroxat. j'ai arreter 3 moi sil y a pas longtemps et puis j'ai du e reprendre. là je reessaye a nouveau mais j'ai juste un chouya diminuer la dose, et c'est le bad complet! est ce normal?"
2287,carlin 20 remboursées ?
2288,"je prend diane mais ma gynéco m'a changé ma pillule pour harmonet car elle est moin dosée..  c'est ""anti acné""?"
2289,"Une patiente traitée par Létrozole Mylan ressent des douleurs abdominales depuis que Mylan a changé la composition du produit. Elle pense donc ne pas supporter les nouveaux composants : Oxyde de fer Rouge, Polydextrose, Triacétine, Jaune de quinoléine. Elle souhaite savoir la composition du Letrozole Sandoz."
2290,"le lyrica, quelqu'un connait??"
2291,peut on avaler le subutex au lieu de le faire fondre sous la langue?
2292,"Quelle alternative thérapeutique au Physiogine 0,1 % crème ?"
2293,"je n'ai pas pri ma derniére pilule adépal mardi 20 mai  et j'ai repri une nouvelle pilule (efézial 30) le 28 mai aprés ça j'ai eu une gastro pendant 3jours. Je pense donc que ma 3éme, 4éme et 5éme pilule n'a pas fait effet et le probléme c'est que j'ai eu un rapport à la 4éme.  Y a t-il un risque que je sois enceinte ?"
2294,mon gynéco vient de me prescrire la pilule holgyeme. je voulais savoir les principaux inconvénients ?
2295,envie de sucre et prise de poids sous anafranil ?
2296,A quel moment dois-je prendre D-cure ?
2297,est-ce que les huiles essentielles se périment ?
2298,je souffre de nevralgie pelvienne existe-t-il des medicaments pour le soigner ?
2299,"je prends mélodia depuis déja pas mal de tps et ce mois si j'ai eu un rapport sans preservatif le 11 eme et le 12 eme jour, est-ce que je risque d'être enceinte ?"
2300,"je commence le sevrage risperdal, quel sont les effets qu'on peut ressentir physiquement et psychiquement??"
2301,Est-ce que mercilon a beaucoup d'effets indésirables?
2302,"augmentation du potassium sanguin sous effexor, est ce normal ?"
2303,"ma fille de 6ans  a été vacciné avec le dtp vendredi 28.le lendemain et le surlendemain son épaule était vraiment très dure et enflée , aujourd'hui , une plaque d' urticaire est apparue et ne cèsse de grossir, que faire?"
2304,remplacer temestat par quoi ?
2305,"si je me fais vacciner contre la coqueluche avant la grossesse, mes anticorps protègeront-ils le nouveau-né, ou puis-je attendre l'accouchement pour me faire vacciner ? si je dois le faire avant la grossesse, combien de temps après vaccin dois-je attendre pour cesser la contraception ? ce vaccin est-il forcément combiné avec dtp ou existe-t-il à part ?"
2306,carence en calcium --> calcibronate ??
2307,mon compagnon est sous morphine depuis un mois environ à cause d'une hernie discale. il prend de l'actiskenan 60mg deux fois par jour + skenan si besoin. Peuvent-il entrainer une modifications du comportement ?
2308,"je viens de changer de pilule pour prendre mercilon, est ce que qqn a deja eu des effets negatifs, lesquels et au bout de combien de tps?"
2309,pensez vous que je puisse prendre les gellules de konjac apres le repas ?
2310,je suis désormais sous ofloxacine. j'ai trés mal a l'epaule. quelqu'un peu m'en dire plus?
2311,"mon frère a développé la maladie de crohn un peu après avoir été vacciné pour la grippe h1n1, qui cause des problèmes intestinaux. y a-t-il un lien?"
2312,"je voudrais savoir, vous avez grossi en prennant le neuroléptique seroquel 100mg ?"
2313,Pourquoi les dates de péremption de zoély sont si courtes ?
2314,"Mon médecin m'as prescrit Mynocine 100mg pour traiter mon acné, est-ce une des indications habituelles de ce produit ?"
2315,diminution de sertraline = augmentation de l'apetit?
2316,dans quel cas peut-on utiliser lycopodium?
2317,arnica 5 ch : combien de granules prendre ?
2318,"Pouvez-vous m'éclairer sur les dosages de zymaduo : dans quels cas donne-t-on du 150 ui, du 300?"
2319,sirop contre la toux  ?
2320,Quels risques j’encours si je vends du Baclofène en quantité dépassant la posologie recommandée si le patient se présente avec une lettre rédigée par le centre d’addictologie où il s’engage à ne  poursuivre ni  le pharmacien ni le prescripteur ?
2321,"je prends mon cymbalta tout doucement. j'ai des effets secondaires, et ceux ci ne partent pas.. maux de ventre tête drôle, légère sensation vertigineuse (tête qui tourne quoi) ou tête qui semble flotter. est ce normal?"
2322,savez-vous si il y a un autre moyen qu'avec un sucre de prendre l'huile essentielle d'estragon ?
2323,différence entre le mildac et le procalmil ?
2324,vaccin contre la grippe : à partir de quel age ?
2325,androcure : besoin d'un dosage plasmatique ?
2326,quelles peuvent être les conséquences d'un arrêt du traitement clomid le mois prochain?
2327,combien de temps met le lisanxia pour s'éliminer??
2328,lysanxia en gouttes: quelle liste ?
2329,"sous xenical, j'ai un retard de règle de plus d'une semaine. est-ce que ça a un rapport?"
2330,Une patiente traitée par Colpotrophine crème demande si son mari peut continuer à lui faire des cunnilingus malgré son traitement
2331,Comment se sevrer de fluoxetine à 5mg ?
2332,mon docteur m'as prescris du déanxit pour mon angoisse. deanxit est un ad triciclyque ?
2333,Comment éviter que le patch de Neupro se décolle?
2334,"passer de stediril à cycleane 30, dois-je faire une pause?"
2335,help monuril ça marche au bout de combien de temps??
2336,je suis sous ludéal gé. depuis 2jours j'ai des pertes marrons claires. est-ce que cela vous est déjà arrivé?
2337,"je prends de la progesterone depuis le cycle dernier et ce mois ci mes reds ont ete plus courte et moins abondantes ,est ce du a la progesterone(surgestone)?"
2338,"lutenyl, efficace a partir de quand ?"
2339,bonjour je voudrais savoir si la pilule adépal reste efficace pendant la semaine de pause ou s'il faut utilisé un autre contraceptif pendant cette semaine là?
2340,comment prendre du fer en cas d'anémie ?
2341,"e suis actuellement enceinte de 4 mois et demi et je voulais savoir si je pouvais me vacciner contre la grippe, s'il n'y a pas de risque pour le foetus ?"
2342,est ce que le strésam traite les douleurs thoraciques ?
2343,je suis sous antibiotique mais je voudrais quand même commencer mon traitement anti grippe avec l'influenzinum 9 ch et sérum de yersin. y aurait-il une contre indication ?
2344,"je suis sous seroplex depuis 5 semaines à raison de 10 mg chaque soir en début de traitement. j'ai à peu près eu tous les effets secondaires possibles si bien qu'au bout de 15 jours en accord avec mon thérapeute j'ai diminué la dose à 5 mg le soir pour progressivement repasser à 10 mg. quand je suis à 5 mg, je n'ai pas d'effets secondaires mais aussitôt que je repasse à 10 mg ça recommence avec surtout une très grosse fatigue l'après-midi ( j'ai essayé 3 fois de repasser à 10 ). je reste donc pour le moment à 5 mg mais selon le médecin cette dose n'est pas du tout thérapeutique ( j'ai 60 ans et pèse 95 kg ). ma question est donc de savoir si certaines personnes ont eu des effets bénéfiques avec seulement 5 mg par jour et si oui au bout de combien de temps.. j'en ai tellement bavé avec les effets secondaires que ça m'ennuie de devoir arrêter le seroplex qui a une bonne réputation. avec 5 mg ..pas d'effets secondaires mais pas d'effets bénéfiques non plus !! que me conseillez-vous ? merci."
